id,name,nameDisplay,description,abv,srmId,availableId,styleId,isOrganic,labels/icon,labels/medium,labels/large,status,statusDisplay,createDate,updateDate,srm/id,srm/name,srm/hex,available/id,available/name,available/description,style/id,style/categoryId,style/category/id,style/category/name,style/category/createDate,style/name,style/shortName,style/description,style/ibuMin,style/ibuMax,style/abvMin,style/abvMax,style/srmMin,style/srmMax,style/ogMin,style/fgMin,style/fgMax,style/createDate,style/updateDate,ibu,glasswareId,glass/id,glass/name,glass/createDate,servingTemperature,servingTemperatureDisplay,originalGravity,foodPairings,beerVariationId,beerVariation/id,beerVariation/name,beerVariation/nameDisplay,beerVariation/description,beerVariation/abv,beerVariation/ibu,beerVariation/glasswareId,beerVariation/availableId,beerVariation/styleId,beerVariation/isOrganic,beerVariation/labels/icon,beerVariation/labels/medium,beerVariation/labels/large,beerVariation/status,beerVariation/statusDisplay,beerVariation/foodPairings,beerVariation/createDate,beerVariation/updateDate,beerVariation/glass/id,beerVariation/glass/name,beerVariation/glass/createDate,beerVariation/available/id,beerVariation/available/name,beerVariation/available/description,beerVariation/style/id,beerVariation/style/categoryId,beerVariation/style/category/id,beerVariation/style/category/name,beerVariation/style/category/createDate,beerVariation/style/name,beerVariation/style/shortName,beerVariation/style/description,beerVariation/style/ibuMin,beerVariation/style/ibuMax,beerVariation/style/abvMin,beerVariation/style/abvMax,beerVariation/style/srmMin,beerVariation/style/srmMax,beerVariation/style/ogMin,beerVariation/style/fgMin,beerVariation/style/fgMax,beerVariation/style/createDate,beerVariation/style/updateDate
iCRjjI,21st Anniversary Fresh Hop Pale Ale,21st Anniversary Fresh Hop Pale Ale,"In November of 1989, John McDonald loaded his pickup and drove three blocks down the street to deliver the very first keg of Boulevard beer. Though significantly more assertive, Boulevard 21st Anniversary Fresh Hop Pale Ale is brewed in loving tribute to that original Pale Ale. English pale malt gives the brew a rich, nutty malt flavor. Munich and Caramel malts add color and body, while a blend of Cascade, Hallertau, Magnum, Styrian Golding, and Centennial hops contribute scintillating citrus aromas and complex, peppery notes.

Please Note: This is a beer that is best enjoyed fresh. It will not be enhanced by cellaring for weeks or months, so there’s no reason to wait. It’s time to celebrate, and—now that we’re old enough to order a beer for ourselves—we plan to raise a glass or two in November to mark the occasion. Please join us! Cheers!",7.4,,2,26,N,https://s3.amazonaws.com/brewerydbapi/beer/iCRjjI/upload_CZlc30-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/iCRjjI/upload_CZlc30-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/iCRjjI/upload_CZlc30-large.png,verified,Verified,2012-07-31 12:54:20,2015-12-16 18:00:46,,,,2,Limited,Limited availability.,26,3,3,North American Origin Ales,2012-03-21 20:06:45,"Fresh ""Wet"" Hop Ale",Wet Hop Ale,"Any style of ale can be made into a fresh hop or wet hop version. These ales are hopped predominantly with fresh (newly harvested and kilned) and/or undried (“wet”) hops. These beers will exhibit especially aromas and flavors of green, almost chlorophyll-like or other fresh hop characters, in harmony with the characters of the base style of the beer. These beers may be aged and enjoyed after the initial “fresh-hop” character diminishes. Unique character from “aged” fresh hop beers may emerge, but they have yet to be defined.",,,,,,,,,,2012-03-21 20:06:45,2015-04-07 15:25:25,40,8,8,Tulip,2012-01-03 02:41:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5rVoqm,21st Birthday Suit,21st Birthday Suit,"Brewed in celebration of Uinta's 21st Birthday, this unfiltered Sour Farmhouse Ale showcases a mix of underlying spice, zest and moderate tartness. Birthday Suit is crisp, refreshing and lets it all hang out with a citrusy sourness that is worth celebrating.",6.3,,2,40,N,https://s3.amazonaws.com/brewerydbapi/beer/5rVoqm/upload_wbksCt-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/5rVoqm/upload_wbksCt-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/5rVoqm/upload_wbksCt-large.png,verified,Verified,2014-05-20 18:24:20,2015-12-17 12:32:24,,,,2,Limited,Limited availability.,40,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Sour Ale,Sour,"American sour ales can be very light to black or take on the color of added fruits or other ingredients. There is no Brettanomyces character in this style of beer. Wood- and barrel-aged sour ales are classified elsewhere. If acidity is present it is usually in the form of lactic, acetic and other organic acids naturally developed with acidified malt in the mash or in fermentation by the use of various microorganisms including certain bacteria and yeasts. Acidic character can be a complex balance of several types of acid and characteristics of age. The evolution of natural acidity develops balanced complexity. Residual flavors that come from liquids previously aged in a barrel such as bourbon or sherry should not be present. Wood vessels may be used during the fermentation and aging process, but wood-derived flavors such as vanillin must not be present. In darker versions, roasted malt, caramel-like and chocolate-like characters should be subtle in both flavor and aroma. American sour may have evident full range of hop aroma and hop bitterness with a full range of body. Estery and fruity-ester characters are evident, sometimes moderate and sometimes intense, yet balanced. Diacetyl and sweet corn-like dimethylsulfide (DMS) should not be perceived. Chill haze, bacteria and yeast-induced haze are allowable at low to medium levels at any temperature. Fruited American-Style Sour Ales will exhibit fruit flavors in harmonious balance with other characters.",,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:28:32,,8,8,Tulip,2012-01-03 02:41:33,cold,Cold - (4-7C/39-45F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E976o1,2200lbs of Sin,2200lbs of Sin,,9.2,18,,34,N,https://s3.amazonaws.com/brewerydbapi/beer/E976o1/upload_ZRJnlK-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/E976o1/upload_ZRJnlK-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/E976o1/upload_ZRJnlK-large.png,verified,Verified,2014-01-31 13:49:38,2015-12-17 10:14:03,18,18,A63E00,,,,34,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Barley Wine Ale,American Barleywine,"American style barley wines range from amber to deep copper-garnet in color and have a full body and high residual malty sweetness. Complexity of alcohols and fruity-ester characters are often high and counterbalanced by assertive bitterness and extraordinary alcohol content. Hop aroma and flavor are at medium to very high levels. American type hops are often used but not necessary for this style. Very low levels of diacetyl may be acceptable. A caramel and/or toffee aroma and flavor are often part of the character. Characters indicating oxidation, such as vinous (sometimes sherry-like) aromas and/or flavors, are not generally acceptable in American-style Barley Wine Ale, however if a low level of age-induced oxidation character harmonizes and enhances the overall experience this can be regarded favorably. Chill haze is allowable at cold temperatures.",60,100,8.4,12,11,22,1.09,1.024,1.028,2012-03-21 20:06:46,2015-04-07 15:27:08,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1mQ3Rh,220lbs of Sin,220lbs of Sin,,9,,,34,N,https://s3.amazonaws.com/brewerydbapi/beer/1mQ3Rh/upload_JjW90A-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/1mQ3Rh/upload_JjW90A-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/1mQ3Rh/upload_JjW90A-large.png,verified,Verified,2013-04-12 11:36:06,2015-12-17 00:39:27,,,,,,,34,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Barley Wine Ale,American Barleywine,"American style barley wines range from amber to deep copper-garnet in color and have a full body and high residual malty sweetness. Complexity of alcohols and fruity-ester characters are often high and counterbalanced by assertive bitterness and extraordinary alcohol content. Hop aroma and flavor are at medium to very high levels. American type hops are often used but not necessary for this style. Very low levels of diacetyl may be acceptable. A caramel and/or toffee aroma and flavor are often part of the character. Characters indicating oxidation, such as vinous (sometimes sherry-like) aromas and/or flavors, are not generally acceptable in American-style Barley Wine Ale, however if a low level of age-induced oxidation character harmonizes and enhances the overall experience this can be regarded favorably. Chill haze is allowable at cold temperatures.",60,100,8.4,12,11,22,1.09,1.024,1.028,2012-03-21 20:06:46,2015-04-07 15:27:08,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KpUXQU,22nd Anniversary Vanilla Imperial Stout,22nd Anniversary Vanilla Imperial Stout,"When we opened in 1989, the most adventurous beer in town was our Downtown After Dark Brown Ale. Our 22nd Anniversary Stout is a tribute to our roots and to those that dared to dream big in San Diego. Brewed with vanilla beans and aged three months in American oak bourbon barrels, this complex Imperial Stout has layers. Nuances of dark chocolate and espresso flavors are underpinned by hints of vanilla, bourbon, and oak. Save a bottle. Like us, this Special Release gets better with age.",9,41,2,125,N,https://s3.amazonaws.com/brewerydbapi/beer/KpUXQU/upload_NI7fj9-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/KpUXQU/upload_NI7fj9-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/KpUXQU/upload_NI7fj9-large.png,verified,Verified,2012-08-02 01:16:07,2015-12-18 16:21:11,41,Over 40,000000,2,Limited,Limited availability.,125,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Beer,Specialty,"These beers are brewed using unusual fermentable sugars, grains and starches that contribute to alcohol content other than, or in addition to, malted barley. Nuts generally have some degree of fermentables, thus beers brewed with nuts would appropriately be entered in this category. The distinctive characters of these special ingredients should be evident either in the aroma, flavor or overall balance of the beer, but not necessarily in overpowering quantities. For example, maple syrup or potatoes would be considered unusual. Rice, corn, or wheat are not considered unusual. Special ingredients must be listed when competing. A statement by the brewer explaining the special nature of the beer, ingredient(s) and achieved character is essential in order for fair assessment in competitions. If this beer is a classic style with some specialty ingredient(s), the brewer should also specify the classic style. Guidelines for competing: Spiced beers using unusual fermentables should be entered in the experimental category. Fruit beers using unusual fermentables should be entered in the fruit beer category.",,100,2.5,25,1,100,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:53,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ti1dIq,22nd Birthday Suit,22nd Birthday Suit,Sour Plum Abbey Ale. It's described as having a playful combination of sour tanginess and subtle dried fruit esters.,7.6,,2,40,N,https://s3.amazonaws.com/brewerydbapi/beer/Ti1dIq/upload_kE8VvK-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/Ti1dIq/upload_kE8VvK-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/Ti1dIq/upload_kE8VvK-large.png,verified,Verified,2015-04-27 14:10:29,2015-12-18 00:19:56,,,,2,Limited,Limited availability.,40,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Sour Ale,Sour,"American sour ales can be very light to black or take on the color of added fruits or other ingredients. There is no Brettanomyces character in this style of beer. Wood- and barrel-aged sour ales are classified elsewhere. If acidity is present it is usually in the form of lactic, acetic and other organic acids naturally developed with acidified malt in the mash or in fermentation by the use of various microorganisms including certain bacteria and yeasts. Acidic character can be a complex balance of several types of acid and characteristics of age. The evolution of natural acidity develops balanced complexity. Residual flavors that come from liquids previously aged in a barrel such as bourbon or sherry should not be present. Wood vessels may be used during the fermentation and aging process, but wood-derived flavors such as vanillin must not be present. In darker versions, roasted malt, caramel-like and chocolate-like characters should be subtle in both flavor and aroma. American sour may have evident full range of hop aroma and hop bitterness with a full range of body. Estery and fruity-ester characters are evident, sometimes moderate and sometimes intense, yet balanced. Diacetyl and sweet corn-like dimethylsulfide (DMS) should not be perceived. Chill haze, bacteria and yeast-induced haze are allowable at low to medium levels at any temperature. Fruited American-Style Sour Ales will exhibit fruit flavors in harmonious balance with other characters.",,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:28:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x9DLZv,23rd Anniversary,23rd Anniversary,"When we started brewing back in 1989, the closest thing in town to an English-style Old Ale came in a paper bag. Twenty-three years later, we like to think we had something to do with improving the local beer selection in San Diego. 

Our 23rd Anniversary Old Ale is indeed “old ale,” after spending a full year in American oak bourbon barrels. The result is an unblended and unmistakably complex strong ale with rich layers of toffee, molasses, dried figs, warming bourbon, and toasted oak. Save a bottle. Like us, this one gets better with age.",12.2,20,2,13,N,https://s3.amazonaws.com/brewerydbapi/beer/x9DLZv/upload_yIkMMn-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/x9DLZv/upload_yIkMMn-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/x9DLZv/upload_yIkMMn-large.png,verified,Verified,2012-08-02 01:16:35,2015-12-16 18:34:51,20,20,9B3200,2,Limited,Limited availability.,13,1,1,British Origin Ales,2012-03-21 20:06:45,Old Ale,Old Ale,"Dark amber to brown in color, old ales are medium to full bodied with a malty sweetness. Hop aroma should be minimal and flavor can vary from none to medium in character intensity. Fruity-ester flavors and aromas can contribute to the character of this ale. Bitterness should be minimal but evident and balanced with malt and/or caramel-like sweetness. Alcohol types can be varied and complex. A distinctive quality of these ales is that they undergo an aging process (often for years) on their yeast either in bulk storage or through conditioning in the bottle, which contributes to a rich, wine-like and often sweet oxidation character. Complex estery characters may also emerge. Some very low diacetyl character may be evident and acceptable. Wood aged characters such as vanillin and other woody characters are acceptable. Horsey, goaty, leathery and phenolic character evolved from Brettanomyces organisms and acidity may be present but should be at low levels and balanced with other flavors Residual flavors that come from liquids previously aged in a barrel such as bourbon or sherry should not be present. Chill haze is acceptable at low temperatures. (This style may often be split into two categories, strong and very strong. Brettanomyces organisms and acidic characters reflect historical character. Competition organizers may choose to distinguish these types of old ale from modern versions.)",30,65,6,9,12,30,1.058,1.014,1.03,2012-03-21 20:06:45,2015-04-07 15:21:03,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZakYsh,23rd Birthday Suit,23rd Birthday Suit,,6.5,,,40,N,https://s3.amazonaws.com/brewerydbapi/beer/ZakYsh/upload_mUzZcK-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/ZakYsh/upload_mUzZcK-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/ZakYsh/upload_mUzZcK-large.png,verified,Verified,2016-05-31 17:25:06,2016-06-01 10:00:23,,,,,,,40,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Sour Ale,Sour,"American sour ales can be very light to black or take on the color of added fruits or other ingredients. There is no Brettanomyces character in this style of beer. Wood- and barrel-aged sour ales are classified elsewhere. If acidity is present it is usually in the form of lactic, acetic and other organic acids naturally developed with acidified malt in the mash or in fermentation by the use of various microorganisms including certain bacteria and yeasts. Acidic character can be a complex balance of several types of acid and characteristics of age. The evolution of natural acidity develops balanced complexity. Residual flavors that come from liquids previously aged in a barrel such as bourbon or sherry should not be present. Wood vessels may be used during the fermentation and aging process, but wood-derived flavors such as vanillin must not be present. In darker versions, roasted malt, caramel-like and chocolate-like characters should be subtle in both flavor and aroma. American sour may have evident full range of hop aroma and hop bitterness with a full range of body. Estery and fruity-ester characters are evident, sometimes moderate and sometimes intense, yet balanced. Diacetyl and sweet corn-like dimethylsulfide (DMS) should not be perceived. Chill haze, bacteria and yeast-induced haze are allowable at low to medium levels at any temperature. Fruited American-Style Sour Ales will exhibit fruit flavors in harmonious balance with other characters.",,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:28:32,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZctxQa,24 Karat Gold Lager,24 Karat Gold Lager,"A German Helles, or a new world golden lager, lightly hopped with German noble hops that create a delicious balanced malty flavor with a fine lingering mild hop finish",5,,,78,N,https://s3.amazonaws.com/brewerydbapi/beer/ZctxQa/upload_N1JJBv-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/ZctxQa/upload_N1JJBv-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/ZctxQa/upload_N1JJBv-large.png,verified,Verified,2016-01-05 22:03:48,2016-01-06 14:56:22,,,,,,,78,7,7,European-germanic Lager,2012-03-21 20:06:46,Münchner (Munich)-Style Helles,Helles,"This beer should be perceived as having low bitterness. It is a medium-bodied, malt-emphasized beer with malt character often balanced with low levels of yeast produced sulfur compounds (character). Certain renditions of this beer style have  a perceivable level of hop flavor (note: hop flavor does not imply hop bitterness) and character but it is essentially balanced with malt character to retain its style identity. Malt character is sometimes bread-like yet always reminiscent of freshly and very lightly toasted malted barley. There should not be any caramel character. Color is light straw to golden. Fruity esters and diacetyl should not be perceived. There should be no chill haze.",18,25,4.5,5.5,4,6,1.044,1.008,1.012,2012-03-21 20:06:46,2015-04-07 15:36:40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyIRcA,25 Integrity Ale,25 Integrity Ale,"Born in a basement in Ashland, Oregon, Integrity Ale is Rogue’s original Golden Ale from 1988. Now John Maier brews it with ingredients from Rogue Farms in Independence and Tygh Valley, and the serigraphed silver bottle is dedicated to 25 years.",7.2,,,36,N,https://s3.amazonaws.com/brewerydbapi/beer/pyIRcA/upload_B5Xe8X-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/pyIRcA/upload_B5Xe8X-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/pyIRcA/upload_B5Xe8X-large.png,verified,Verified,2014-08-08 19:22:57,2015-12-17 15:18:32,,,,,,,36,3,3,North American Origin Ales,2012-03-21 20:06:45,Golden or Blonde Ale,Blonde,"Golden or Blonde ales are straw to golden blonde in color. They have a crisp, dry palate, light to medium body, and light malt sweetness. Low to medium hop aroma may be present but does not dominate. Bitterness is low to medium. Fruity esters may be perceived but do not predominate. Diacetyl should not be perceived. Chill haze should be absent.",15,25,4,5,3,7,1.045,1.008,1.016,2012-03-21 20:06:46,2015-04-07 15:27:26,29,,,,,,,1.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wns3Y8,25 to One,25 to One,"Quickly after hatching the brainchild that has become Stillwater Artisanal, our good friend and cellar-master extraordinaire, Casey Hard of Max’s Taphouse stepped right up to have us debut our first public release during their annual Belgian Beer Festival. This year, the fest marks our first anniversary and 2011 also signifies 25 years of Max’s. For this occasion we crafted an elegantly deep, dark ale that features elements of roast, light smokiness, and beautiful fruity esters attributed to the Belgian yeast strain used. Thanks for an amazing first year.",8.4,41,2,64,N,https://s3.amazonaws.com/brewerydbapi/beer/Wns3Y8/upload_0yg759-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/Wns3Y8/upload_0yg759-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/Wns3Y8/upload_0yg759-large.png,verified,Verified,2012-01-03 02:42:37,2015-12-16 06:14:52,41,Over 40,000000,2,Limited,Limited availability.,64,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Dark Strong Ale,Belgian Dark Strong,"Belgian dark strong ales are amber to dark brown in color. Often, though not always, brewed with dark Belgian ""candy"" sugar, these beers can be well attenuated, ranging from medium to full-bodied. The perception of hop bitterness is low to medium, with hop flavor and aroma also in this range. Fruity complexity along with the soft flavors of roasted malts add distinct character. The alcohol strength of these beers can often be deceiving to the senses. The intensity of malt character can be rich, creamy, and sweet with intensities ranging from medium to high. Very little or no diacetyl is perceived. Herbs and spices are sometimes used to delicately flavor these strong ales. Low levels of phenolic spiciness from yeast byproducts may also be perceived. Chill haze is allowable at cold temperatures.",20,50,7,11,9,35,1.064,1.012,1.024,2012-03-21 20:06:46,2015-04-07 15:32:23,,5,5,Pint,2012-01-03 02:41:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ct76LE,25dodici,25dodici,"Our Christmas ale. Warm and enveloping, with a nice dried fruit nose, particularly of raisins and nuts. The mouth feel starts with caramel and chestnut honey notes and then lead torwards fruity notes of cherries and blackcurrant.",9.5,,8,124,N,https://s3.amazonaws.com/brewerydbapi/beer/Ct76LE/upload_H492R7-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/Ct76LE/upload_H492R7-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/Ct76LE/upload_H492R7-large.png,verified,Verified,2013-05-03 02:55:52,2015-12-17 01:17:01,,,,8,Winter,Available during the winter months.,124,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Herb and Spice Beer,Spice Beer,"Herb beers use herbs or spices (derived from roots, seeds, fruits, vegetable, flowers, etc.) other than or in addition to hops to create a distinct (ranging from subtle to intense) character, though individual characters of herbs and/or spices used may not always be identifiable. Under hopping often, but not always, allows the spice or herb to contribute to the flavor profile. Positive evaluations are significantly based on perceived balance of flavors. Note: Chili-flavored beers that emphasize heat rather than chili flavor should be entered as a ""spiced"" beer.  A statement by the brewer explaining what herbs or spices are used is essential in order for fair assessment in competitions. Specifying a style upon which the beer is based may help evaluation. If this beer is a classic style with an herb or spice, the brewer should specify the classic style. If no Chocolate or Coffee category exists in a competition, then chocolate and coffee beers should be entered in this category.",5,70,2.5,12,5,50,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:45,,,,,,cellar,Cellar - (12-14C/54-57F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1RvrT,25th Anniversary,25th Anniversary,,,,2,75,N,https://s3.amazonaws.com/brewerydbapi/beer/r1RvrT/upload_nLPtgc-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/r1RvrT/upload_nLPtgc-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/r1RvrT/upload_nLPtgc-large.png,verified,Verified,2012-01-03 02:42:37,2015-12-16 11:28:18,,,,2,Limited,Limited availability.,75,7,7,European-germanic Lager,2012-03-21 20:06:46,German-Style Pilsener,German Pilsener,"A classic German Pilsener is very light straw or golden in color and well hopped. Perception of hop bitterness is medium to high. Noble-type hop aroma and flavor are moderate and quite obvious. It is a well-attenuated, medium-light bodied beer, but a malty residual sweetness can be perceived in aroma and flavor. Very low levels of sweet corn-like dimethylsulfide (DMS) character are below most beer drinkers' taste thresholds and are usually not detectable except to the trained or sensitive palate. Other fermentation or hop related sulfur compounds, when perceived at low levels, may be characteristic of this style. Fruity esters and diacetyl should not be perceived. There should be no chill haze. Its head should be dense and rich.",25,40,4,5,3,4,1.044,1.006,1.012,2012-03-21 20:06:46,2015-04-07 15:35:59,,4,4,Pilsner,2012-01-03 02:41:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMByv0,25th Anniversary Ale,25th Anniversary Ale,,6.4,,2,5,Y,https://s3.amazonaws.com/brewerydbapi/beer/CMByv0/upload_2z6d1s-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/CMByv0/upload_2z6d1s-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/CMByv0/upload_2z6d1s-large.png,verified,Verified,2013-05-11 16:05:06,2015-12-17 04:02:38,,,,2,Limited,Limited availability.,5,1,1,British Origin Ales,2012-03-21 20:06:45,Extra Special Bitter,ESB,"Extra special bitter possesses medium to strong hop aroma, flavor, and bitterness. The residual malt and defining sweetness of this richly flavored, full-bodied bitter is more pronounced than in other styles of bitter. It is light amber to copper colored with medium to medium-high bitterness. Mild carbonation traditionally characterizes draft-cask versions, but in bottled versions, a slight increase in carbon dioxide content is acceptable. Fruity-ester character is acceptable in aroma and flavor. Diacetyl (butterscotch character) is acceptable and characteristic when at very low levels. The absence of diacetyl is also acceptable. Chill haze is allowable at cold temperatures. English or American hops may be used. (English and American hop character may be specified in subcategories.)",30,45,4.8,5.8,8,14,1.046,1.01,1.016,2012-03-21 20:06:45,2015-04-07 15:19:20,,5,5,Pint,2012-01-03 02:41:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNLzqk,25th Anniversary Ale,25th Anniversary Ale,"Celebrating 25 years of brewing, this strong amber ale carries on our tradition of flavorful, balanced beers. Brewed with 100% Michigan-grown barley, 25th Anniversary Ale starts with caramel & light toffee flavors. These are paired with generous kettle & dry-hop additions, yielding a crisp, assertive bitterness and hop flavors ranging from citrus, floral, and piney notes.",8.5,,2,32,N,https://s3.amazonaws.com/brewerydbapi/beer/KNLzqk/upload_sMs9Ld-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/KNLzqk/upload_sMs9Ld-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/KNLzqk/upload_sMs9Ld-large.png,verified,Verified,2012-01-03 02:42:37,2015-12-16 06:08:47,,,,2,Limited,Limited availability.,32,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Amber/Red Ale,Amber,"American amber/red ales range from light copper to light brown in color. They are characterized by American-variety hops used to produce the perception of medium hop bitterness, flavor, and medium aroma. Amber ales have medium-high to high maltiness with medium to low caramel character. They should have medium to medium-high body. The style may have low levels of fruityester flavor and aroma. Diacetyl can be either absent or barely perceived at very low levels. Chill haze is allowable at cold temperatures. Slight yeast haze is acceptable for bottle-conditioned products.",30,40,4.5,6,11,18,1.048,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:52,,5,5,Pint,2012-01-03 02:41:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L0EETJ,25th Anniversary Ale,25th Anniversary Ale,25 years of the North Yorkshire Moors Railway,4,,1,10,N,https://s3.amazonaws.com/brewerydbapi/beer/L0EETJ/upload_Dk115R-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/L0EETJ/upload_Dk115R-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/L0EETJ/upload_Dk115R-large.png,verified,Verified,2012-04-13 15:06:08,2015-12-16 15:40:55,,,,1,Year Round,Available year round as a staple beer.,10,1,1,British Origin Ales,2012-03-21 20:06:45,English-Style Pale Mild Ale,English Pale Mild,English pale mild ales range from golden to amber in color. Malt flavor dominates the flavor profile with little hop bitterness or flavor. Hop aroma can be light. Very low diacetyl flavors may be appropriate in this low-alcohol beer. Fruity-ester level is very low. Chill haze is allowable at cold temperatures.,10,20,3.2,4,8,17,1.03,1.004,1.008,2012-03-21 20:06:45,2015-04-07 15:20:35,,5,5,Pint,2012-01-03 02:41:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cxe8y3,25th Anniversary Ale,25th Anniversary Ale,,7.1,,2,30,N,https://s3.amazonaws.com/brewerydbapi/beer/Cxe8y3/upload_3VGpne-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/Cxe8y3/upload_3VGpne-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/Cxe8y3/upload_3VGpne-large.png,verified,Verified,2013-04-15 00:56:23,2015-12-17 02:56:38,,,,2,Limited,Limited availability.,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,5,5,Pint,2012-01-03 02:41:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
