id,name,nameDisplay,description,availableId,styleId,isOrganic,labels/icon,labels/medium,labels/large,status,statusDisplay,createDate,updateDate,available/id,available/name,available/description,style/id,style/categoryId,style/category/id,style/category/name,style/category/createDate,style/name,style/shortName,style/description,style/createDate,style/updateDate,abv,glasswareId,servingTemperature,servingTemperatureDisplay,glass/id,glass/name,glass/createDate,style/ibuMin,style/ibuMax,style/abvMin,style/abvMax,style/srmMin,style/srmMax,style/ogMin,style/fgMin,style/fgMax,ibu,originalGravity,srmId,srm/id,srm/name,srm/hex,year,foodPairings
Au0v9G,A Little Sumpin' Extra,A Little Sumpin' Extra,,4,31,N,https://s3.amazonaws.com/brewerydbapi/beer/Au0v9G/upload_K1Zc5E-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/Au0v9G/upload_K1Zc5E-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/Au0v9G/upload_K1Zc5E-large.png,verified,Verified,2014-04-17 12:52:38,2015-12-17 13:06:05,4,Seasonal,"Available at the same time of year, every year.",31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",2012-03-21 20:06:45,2015-04-07 15:26:46,8.7,,,,,,,65,100,7.5,10.5,5,13,1.075,1.012,1.02,,,,,,,,
euvKcN,A Midsummer Night,A Midsummer Night,,,119,N,https://s3.amazonaws.com/brewerydbapi/beer/euvKcN/upload_trdqvb-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/euvKcN/upload_trdqvb-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/euvKcN/upload_trdqvb-large.png,verified,Verified,2015-04-14 17:07:12,2015-12-17 23:32:58,,,,119,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Fruit Beer,Fruit Beer,"Fruit beers are any beers using fruit or fruit extracts as an adjunct in either, the mash, kettle, primary or secondary fermentation providing obvious (ranging from subtle to intense), yet harmonious, fruit qualities. Fruit qualities should not be overpowered by hop character. If a fruit (such as juniper berry) has an herbal or spice quality, it is more appropriate to consider it in the herb and spice beers category. Acidic bacterial (not wild yeast) fermentation characters may be evident (but not necessary) they would contribute to acidity and enhance fruity balance. Clear or hazy beer is acceptable in appearance. A statement by the brewer explaining what fruits are used is essential in order for fair assessment in competitions. If this beer is a classic style with fruit, the brewer should also specify the classic style.",2012-03-21 20:06:46,2015-04-07 15:44:21,8.5,,,,,,,5,70,2.5,12,5,50,1.03,1.006,1.03,,,,,,,,
20E9Ab,A Night in Brussels IPA,A Night in Brussels IPA,"A Night in Brussels is a Belgian-style American IPA with malts from Belgium, a blend of American hops, pure cane sugar in the best southern tradition, and an authentic Belgian yeast strain. A pleasing marriage of old- and new-world beer cultures, this unique ale is best understood as an American IPA on a Belgian road trip.",1,70,N,https://s3.amazonaws.com/brewerydbapi/beer/20E9Ab/upload_iuMQux-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/20E9Ab/upload_iuMQux-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/20E9Ab/upload_iuMQux-large.png,verified,Verified,2015-04-03 15:58:02,2015-04-03 16:21:12,1,Year Round,Available year round as a staple beer.,70,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Other Belgian-Style Ales,Belgian Ale,"Recognizing the uniqueness and traditions of several other styles of Belgian Ales, the beers entered in this category will be assessed on the merits that they do not fit existing style guidelines and information that the brewer provides explaining the history and tradition of the style. Balance of character is a key component when assessing these beers. Barrel or wood-aged entries in competitions may be directed to other categories by competition director. In competitions the brewer must provide the historical or regional tradition of the style, or his interpretation of the style, in order to be assessed properly by the judges.",2012-03-21 20:06:46,2015-04-07 15:33:05,7.5,,,,,,,,,,,,,,,,69,,,,,,,
advKoc,A Night to End All Dawns,A Night to End All Dawns,A Night to End All Dawns is a massive imperial stout that spent a year in bourbon barrels. The extended aging allowed seasonal temperature fluctuations in the barrels to draw bold flavors from the oak that can only develop with time. The heat of the bourbon gave way to a subtle caramel sweetness and the bold sharp edges of the roasted malt mellowed and married with notes of vanilla and oak.,,134,N,https://s3.amazonaws.com/brewerydbapi/beer/advKoc/upload_YgxqSO-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/advKoc/upload_YgxqSO-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/advKoc/upload_YgxqSO-large.png,verified,Verified,2013-04-15 00:55:15,2015-12-17 00:42:10,,,,134,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Wood- and Barrel-Aged Dark Beer,BBL Aged Dark,"Any classic style or unique experimental style of dark beer can be wood or barrel-aged for a period of time in a wooden barrel or in contact with wood. This beer is aged with the intention of imparting the particularly unique character of the wood and/or what has previously been in the barrel. New wood character can be characterized as a complex blend of vanillin and/or other unique wood character but wood-aged is not necessarily synonymous with imparting wood-flavors. Used sherry, rum, bourbon, scotch, port, wine and other barrels are often used, imparting complexity and uniqueness to beer. Ultimately a balance of flavor, aroma and mouthfeel are sought with the marriage of new beer with wood and/or barrel flavors. Primary character of the beer style may or may not be apparent. Sour wood-aged beer of any color is outlined in other categories. Dark fruited or spiced beer would also be appropriately entered in this category. Beers in this style may or may not have Brettanomyces character.  The brewer should explain the special nature of the beer to allow for accurate judging. Comments could include: type of wood used (new or old, oak or other wood type), type of barrel used (new, port/ whiskey/ wine/ sherry/ other), base beer style or achieved character. Beer entries not accompanied by this information will be at a disadvantage during judging.",2012-03-21 20:06:46,2015-04-07 15:46:44,12.4,,,,,,,,,3.75,6.5,,,,,,,,,,,,,
C88LyR,A Partridge in a Pear Tree,A Partridge in a Pear Tree (2008),"Partridge in a Pear Tree is the first in the 12 Days/Years of Christmas Series. Brewed in the style of a Belgian-style Dark Strong Ale, brewed with our brewery-made dark candi sugar, Munich and Vienna malts. Dark brown in color, fruity and complex with a rich malt backbone. This is a simple yet immensely complex beer meant to be savored and shared with friends and family.",2,64,N,https://s3.amazonaws.com/brewerydbapi/beer/C88LyR/upload_AdXSgk-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/C88LyR/upload_AdXSgk-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/C88LyR/upload_AdXSgk-large.png,verified,Verified,2012-01-03 02:43:55,2015-12-16 13:59:53,2,Limited,Limited availability.,64,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Dark Strong Ale,Belgian Dark Strong,"Belgian dark strong ales are amber to dark brown in color. Often, though not always, brewed with dark Belgian ""candy"" sugar, these beers can be well attenuated, ranging from medium to full-bodied. The perception of hop bitterness is low to medium, with hop flavor and aroma also in this range. Fruity complexity along with the soft flavors of roasted malts add distinct character. The alcohol strength of these beers can often be deceiving to the senses. The intensity of malt character can be rich, creamy, and sweet with intensities ranging from medium to high. Very little or no diacetyl is perceived. Herbs and spices are sometimes used to delicately flavor these strong ales. Low levels of phenolic spiciness from yeast byproducts may also be perceived. Chill haze is allowable at cold temperatures.",2012-03-21 20:06:46,2015-04-07 15:32:23,11,8,,,8,Tulip,2012-01-03 02:41:33,20,50,7,11,9,35,1.064,1.012,1.024,20,,20,20,20,9B3200,2008,
AK07ML,A Saison Couple,A Saison Couple,,,72,N,https://s3.amazonaws.com/brewerydbapi/beer/AK07ML/upload_YNCE72-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/AK07ML/upload_YNCE72-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/AK07ML/upload_YNCE72-large.png,verified,Verified,2013-04-17 13:45:28,2015-12-17 01:10:04,,,,72,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,French & Belgian-Style Saison,Saison,"Beers in this category are golden to deep amber in color. There may be quite a variety of characters within this style. Generally: They are light to medium in body. Malt aroma is low to medium-low. Esters are medium to high in  aroma, while, complex alcohols, herbs, spices, low Brettanomyces character and even clove and smoke-like phenolics may or may not be evident in the overall balanced beer. Hop aroma and flavor may be at low to medium levels. Malt flavor is low but provides foundation for the overall balance. Hop bitterness is moderate to moderately assertive. Herb and/or spice flavors, including black pepper-like notes, may or may not be evident. Fruitiness from fermentation is generally in character. A balanced small amount of sour or acidic flavors is acceptable when in balance with other components. Earthy, cellar-like, musty aromas are okay. Diacetyl should not be perceived. Chill or slight yeast haze is okay. Often bottle conditioned with some yeast character and high carbonation. French & Belgian-Style Saison may have Brettanomyces characters that are slightly acidity, fruity, horsey, goaty and/or leather-like.",2012-03-21 20:06:46,2015-04-07 15:34:55,,,,,,,,20,40,4.5,8.5,4,14,1.055,1.004,1.016,,,,,,,,
uU9FOh,A Saison Darkly,A Saison Darkly,"Brewed at Huisbrouwerij Sint Canarus in Deinze-Gottem, Belgium. This black saison carries qualities similar to a stout with light roast and burnt sugar flavors, spiced with Rose Hips, Hibiscus, & Schisandra berries.",,72,N,https://s3.amazonaws.com/brewerydbapi/beer/uU9FOh/upload_eJSoom-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/uU9FOh/upload_eJSoom-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/uU9FOh/upload_eJSoom-large.png,verified,Verified,2012-01-03 02:42:38,2015-12-16 06:16:13,,,,72,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,French & Belgian-Style Saison,Saison,"Beers in this category are golden to deep amber in color. There may be quite a variety of characters within this style. Generally: They are light to medium in body. Malt aroma is low to medium-low. Esters are medium to high in  aroma, while, complex alcohols, herbs, spices, low Brettanomyces character and even clove and smoke-like phenolics may or may not be evident in the overall balanced beer. Hop aroma and flavor may be at low to medium levels. Malt flavor is low but provides foundation for the overall balance. Hop bitterness is moderate to moderately assertive. Herb and/or spice flavors, including black pepper-like notes, may or may not be evident. Fruitiness from fermentation is generally in character. A balanced small amount of sour or acidic flavors is acceptable when in balance with other components. Earthy, cellar-like, musty aromas are okay. Diacetyl should not be perceived. Chill or slight yeast haze is okay. Often bottle conditioned with some yeast character and high carbonation. French & Belgian-Style Saison may have Brettanomyces characters that are slightly acidity, fruity, horsey, goaty and/or leather-like.",2012-03-21 20:06:46,2015-04-07 15:34:55,8,,,,,,,20,40,4.5,8.5,4,14,1.055,1.004,1.016,,,,,,,,
zW9HFr,A Slice of Hefen,A Slice of Hefen,"What was once just the most popular seasonal we have ever made is now a year-round offering. Served in the traditional 23 oz. glass, the beer pours with a voluminous white mirangue-like head atop a hazy orange body. You know the aromas...it's a Hefeweizen, and our yeast is particularly rich in clove. The body is proteinaceous from the use of over 50% wheat. The finish, a thing of beauty; creamy, refreshing, a lasting fruit menagerie.",1,48,N,https://s3.amazonaws.com/brewerydbapi/beer/zW9HFr/upload_xGrbbB-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/zW9HFr/upload_xGrbbB-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/zW9HFr/upload_xGrbbB-large.png,verified,Verified,2013-08-08 23:34:05,2015-12-17 05:06:38,1,Year Round,Available year round as a staple beer.,48,4,4,German Origin Ales,2012-03-21 20:06:46,South German-Style Hefeweizen / Hefeweissbier,Hefeweizen,"The aroma and flavor of a Weissbier with yeast is decidedly fruity and phenolic. The phenolic characteristics are often described as clove-, nutmeg-like, mildly smoke-like or even vanilla-like. Banana-like esters should be present at low to medium-high levels. These beers are made with at least 50 percent malted wheat, and hop rates are quite low. Hop flavor and aroma are absent or present at very low levels. Weissbier is well attenuated and very highly carbonated and a medium to full bodied beer. The color is very pale to pale amber. Because yeast is present, the beer will have yeast flavor and a characteristically fuller mouthfeel and may be appropriately very cloudy. No diacetyl should be perceived.",2012-03-21 20:06:46,2015-04-07 15:29:27,5.3,9,cold,Cold - (4-7C/39-45F),9,Weizen,2012-01-03 02:41:33,10,15,4.9,5.5,3,9,1.047,1.008,1.016,15,1.053,,,,,,
bVoltA,A Tiny Beautiful Something,A Tiny Beautiful Something,"A tiny beautiful something showcases a new hop variety, El Dorado. We started playing around with this hop last year. We brewed a pilot batch with this hop exclusively and one with it blended with some of our other favorite Northwest varieties. In the end, we decided that the El Dorado had such a unique and interesting character on its own, so we decided to brew it as a “single hop” pale ale. The aroma and flavor offer intense candied orange and citrus zest. A touch of flaked oats provide a rounded, silky mouthfeel. And like our other hoppy offerings, tiny was brewed to finish dry and clean.",,25,N,https://s3.amazonaws.com/brewerydbapi/beer/bVoltA/upload_Pdek86-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/bVoltA/upload_Pdek86-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/bVoltA/upload_Pdek86-large.png,verified,Verified,2014-11-10 12:56:19,2015-12-17 18:11:20,,,,25,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",2012-03-21 20:06:45,2015-04-07 15:25:18,5.5,,,,,,,30,42,4.5,5.6,6,14,1.044,1.008,1.014,,1.049,,,,,,
iZZRvV,A Toast,A Toast,,,37,N,https://s3.amazonaws.com/brewerydbapi/beer/iZZRvV/upload_Kzavzr-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/iZZRvV/upload_Kzavzr-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/iZZRvV/upload_Kzavzr-large.png,verified,Verified,2013-11-25 13:46:51,2015-12-17 07:46:54,,,,37,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Brown Ale,American Brown,"American brown ales range from deep copper to brown in color. Roasted malt caramel-like and chocolate-like characters should be of medium intensity in both flavor and aroma. American brown ales have evident low to medium hop flavor and aroma, medium to high hop bitterness, and a medium body. Estery and fruity-ester characters should be subdued. Diacetyl should not be perceived. Chill haze is allowable at cold temperatures.",2012-03-21 20:06:46,2015-04-07 15:27:35,,,,,,,,25,45,4,6.4,15,26,1.04,1.01,1.018,,,,,,,,
yTj6yv,A Whole Lotta Rosie Coriander & Rose Hip,A Whole Lotta Rosie Coriander & Rose Hip,21 IBU. Uses Cascade and Falconer’s Flight hops. Slightly hazy gold with a thin frothy head. Nose is toasted coriander and honey sweetness mellowed by Citrus Hops and a pleasant yeast character. Taste is clean and hoppy accented by toasty coriander and herbal/citrusy rose hip. Finish is very clean with hints of rosehip and coriander.,,124,N,https://s3.amazonaws.com/brewerydbapi/beer/yTj6yv/upload_CRWlfW-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/yTj6yv/upload_CRWlfW-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/yTj6yv/upload_CRWlfW-large.png,verified,Verified,2014-10-16 14:14:55,2015-12-17 19:08:18,,,,124,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Herb and Spice Beer,Spice Beer,"Herb beers use herbs or spices (derived from roots, seeds, fruits, vegetable, flowers, etc.) other than or in addition to hops to create a distinct (ranging from subtle to intense) character, though individual characters of herbs and/or spices used may not always be identifiable. Under hopping often, but not always, allows the spice or herb to contribute to the flavor profile. Positive evaluations are significantly based on perceived balance of flavors. Note: Chili-flavored beers that emphasize heat rather than chili flavor should be entered as a ""spiced"" beer.  A statement by the brewer explaining what herbs or spices are used is essential in order for fair assessment in competitions. Specifying a style upon which the beer is based may help evaluation. If this beer is a classic style with an herb or spice, the brewer should specify the classic style. If no Chocolate or Coffee category exists in a competition, then chocolate and coffee beers should be entered in this category.",2012-03-21 20:06:46,2015-04-07 15:44:45,,,,,,,,5,70,2.5,12,5,50,1.03,1.006,1.03,21,,,,,,,
sa3taG,A-Frame Amber Ale,A-Frame Amber Ale,,,32,N,https://s3.amazonaws.com/brewerydbapi/beer/sa3taG/upload_HM4nCc-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/sa3taG/upload_HM4nCc-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/sa3taG/upload_HM4nCc-large.png,verified,Verified,2012-01-03 02:42:38,2015-12-16 13:09:18,,,,32,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Amber/Red Ale,Amber,"American amber/red ales range from light copper to light brown in color. They are characterized by American-variety hops used to produce the perception of medium hop bitterness, flavor, and medium aroma. Amber ales have medium-high to high maltiness with medium to low caramel character. They should have medium to medium-high body. The style may have low levels of fruityester flavor and aroma. Diacetyl can be either absent or barely perceived at very low levels. Chill haze is allowable at cold temperatures. Slight yeast haze is acceptable for bottle-conditioned products.",2012-03-21 20:06:45,2015-04-07 15:26:52,,5,,,5,Pint,2012-01-03 02:41:33,30,40,4.5,6,11,18,1.048,1.012,1.018,,,,,,,,
oGO96g,A-Town Brown,A-Town Brown,"Red Brick Brown Ale is the beer that launched our brewing legacy in 1993. It was inspired by the malty brews of England, but we gave it an American sized attitude. Deep copper gives way to an off-white head when poured into a glass, offering aromas of sweet malt, caramel, and almond. Our Brown Ale is surprisingly light bodied, which plays well with the sweet caramel, fresh pecan, and bread notes you discover on each sip. Brown Ale is a great beer to enjoy outdoors on a clear autumn afternoon.",4,37,N,https://s3.amazonaws.com/brewerydbapi/beer/oGO96g/upload_riRgrR-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/oGO96g/upload_riRgrR-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/oGO96g/upload_riRgrR-large.png,verified,Verified,2013-08-14 14:09:10,2015-12-17 04:42:53,4,Seasonal,"Available at the same time of year, every year.",37,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Brown Ale,American Brown,"American brown ales range from deep copper to brown in color. Roasted malt caramel-like and chocolate-like characters should be of medium intensity in both flavor and aroma. American brown ales have evident low to medium hop flavor and aroma, medium to high hop bitterness, and a medium body. Estery and fruity-ester characters should be subdued. Diacetyl should not be perceived. Chill haze is allowable at cold temperatures.",2012-03-21 20:06:46,2015-04-07 15:27:35,6.5,5,cold,Cold - (4-7C/39-45F),5,Pint,2012-01-03 02:41:33,25,45,4,6.4,15,26,1.04,1.01,1.018,16,,18,18,18,A63E00,,"Red Brick Brown Ale goes well with grilled meats. We recommend trying our Brown Ale with savory Italian sausages served at West Side Pizzeria in Atlanta, GA, and the mouth-watering beer brats at Wienerz™ Grill & Deli in Marietta, GA."
cn0bOQ,A-TOWN PALE,A-TOWN PALE,FACTION A-TOWN PALE IS AN AMERICAN STYLE PALE ALE HOPPED WITH SIMCOE & CENTENNIAL.,,25,N,https://s3.amazonaws.com/brewerydbapi/beer/cn0bOQ/upload_GEypln-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/cn0bOQ/upload_GEypln-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/cn0bOQ/upload_GEypln-large.png,verified,Verified,2015-03-15 21:44:56,2015-12-17 22:13:59,,,,25,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",2012-03-21 20:06:45,2015-04-07 15:25:18,5.5,,,,,,,30,42,4.5,5.6,6,14,1.044,1.008,1.014,40,,,,,,,
ImMO31,A. LeCoq Imperial Extra Double Stout 1999,A. LeCoq Imperial Extra Double Stout 1999,,,42,N,https://s3.amazonaws.com/brewerydbapi/beer/ImMO31/upload_4fwlVX-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/ImMO31/upload_4fwlVX-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/ImMO31/upload_4fwlVX-large.png,verified,Verified,2012-01-03 02:42:38,2015-12-15 22:38:59,,,,42,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Stout,American Stout,"Initial low to medium malt sweetness with a degree of caramel, chocolate and/or roasted coffee flavor with a distinctive dryroasted bitterness in the finish. Coffee-like roasted barley and roasted malt aromas are prominent. Some slight roasted malt acidity is permissible and a medium- to full-bodied mouthfeel is appropriate. Hop bitterness may be moderate to high. Hop aroma and flavor is moderate to high, often with American citrus-type and/or resiny hop character. The perception of fruity esters is low. Roasted malt/barley astringency may be low but not excessive. Diacetyl (butterscotch) should be negligible or not perceived. Head retention is excellent.",2012-03-21 20:06:46,2015-04-07 15:28:43,9,,,,,,,35,60,5.7,8.8,40,40,1.05,1.01,1.022,,,,,,,,
SNHcMn,A. Strange Stout,A. Strange Stout,"Named after our founder’s grandfather, Alexander Strange, this friendly, drinkable, opaque, black stout has a full-bodied mouth feel.",1,42,N,https://s3.amazonaws.com/brewerydbapi/beer/SNHcMn/upload_ke9uk7-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/SNHcMn/upload_ke9uk7-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/SNHcMn/upload_ke9uk7-large.png,verified,Verified,2012-10-21 16:38:27,2015-12-16 19:56:04,1,Year Round,Available year round as a staple beer.,42,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Stout,American Stout,"Initial low to medium malt sweetness with a degree of caramel, chocolate and/or roasted coffee flavor with a distinctive dryroasted bitterness in the finish. Coffee-like roasted barley and roasted malt aromas are prominent. Some slight roasted malt acidity is permissible and a medium- to full-bodied mouthfeel is appropriate. Hop bitterness may be moderate to high. Hop aroma and flavor is moderate to high, often with American citrus-type and/or resiny hop character. The perception of fruity esters is low. Roasted malt/barley astringency may be low but not excessive. Diacetyl (butterscotch) should be negligible or not perceived. Head retention is excellent.",2012-03-21 20:06:46,2015-04-07 15:28:43,5.57,5,,,5,Pint,2012-01-03 02:41:33,35,60,5.7,8.8,40,40,1.05,1.01,1.022,28,1.059,,,,,,
rBuo01,A.P.A,A.P.A,"Blackstone A.P.A. was a collaborative effort between Blackstone brewmaster Dave Miller, brewmaster Harry Klausner and co-founder Kent Taylor. Kent’s sons Charles and Adam also had a major role in the development of this beer.  (O.G. 1.049    IBUs 33)

American pale ales are fashioned after the pale ales of England but with distinctly different hop character. The use of American hops, particularly Cascade, lend citrusy grapefruit character to the beer. American hops also have a very floral aroma.

Tasting notes:
Appearance: Clear copper color with a white head.
Aroma: Floral citrusy hop aroma
Taste: Citrus and resinous pine balanced by toasted, bready malts. Good amount of bittering, but certainly not over the top; strong dry hop character.
Mouth feel: Medium body and good mouth feel that holds to the end
Finish: Noticeably bitter finish
Overall: This is an aggressively hopped beer; a hop heads dream while providing enough malt to not disappoint.",1,25,N,https://s3.amazonaws.com/brewerydbapi/beer/rBuo01/upload_0CxH7j-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/rBuo01/upload_0CxH7j-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/rBuo01/upload_0CxH7j-large.png,verified,Verified,2014-09-10 03:41:33,2015-12-17 16:16:20,1,Year Round,Available year round as a staple beer.,25,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",2012-03-21 20:06:45,2015-04-07 15:25:18,5.3,,cold,Cold - (4-7C/39-45F),,,,30,42,4.5,5.6,6,14,1.044,1.008,1.014,33,1.049,11,11,11,D77200,,
UQOU3e,A57N ALT Bier,A57N ALT Bier,"A57N Alt has a full body and a mild hop assertiveness from the delicate noble hops and German Cara malts.

Winner of the Gold Medal in 2007.",,55,Y,https://s3.amazonaws.com/brewerydbapi/beer/UQOU3e/upload_mve55i-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/UQOU3e/upload_mve55i-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/UQOU3e/upload_mve55i-large.png,verified,Verified,2015-05-26 21:28:19,2015-12-18 02:55:07,,,,55,4,4,German Origin Ales,2012-03-21 20:06:46,German-Style Altbier,Altbier,"German-Style Altbiers are copper to dark brown ales, originally from the Düsseldorf area. No chill haze should be perceived. A variety of malts including wheat may be used to produce medium-low to medium malt aroma. Fruityester aroma can be low. No diacetyl aroma should be perceived. Hop aroma is low to medium. A variety of malts including wheat may be used to produce medium-low to medium level malty flavor. Hop flavor is low to medium. Hop bitterness is medium to very high (although the 25 to 35 IBU range is more normal for the majority of Altbiers from Düsseldorf). Fruity-ester flavors can be low. No diacetyl should be perceived. The overall impression is clean, crisp, and flavorful often with a dry finish. Body is medium.",2012-03-21 20:06:46,2015-04-07 17:08:31,5,,,,,,,25,52,4.3,5.5,11,19,1.044,1.008,1.014,44,1.05,10,10,10,DE7C00,,
2jMtH0,A57S Kölsch,A57S Kölsch,A57S Kölsch is decocted once to accentuate the bread flavors from the pilsner malts. Crisp and dry as a Kölsch should be.,,45,N,https://s3.amazonaws.com/brewerydbapi/beer/2jMtH0/upload_SlHPux-icon.png,https://s3.amazonaws.com/brewerydbapi/beer/2jMtH0/upload_SlHPux-medium.png,https://s3.amazonaws.com/brewerydbapi/beer/2jMtH0/upload_SlHPux-large.png,verified,Verified,2012-01-03 02:43:33,2015-12-15 21:28:13,,,,45,4,4,German Origin Ales,2012-03-21 20:06:46,German-Style Kölsch / Köln-Style Kölsch,Kölsch,"Kölsch is warm fermented and aged at cold temperatures (German ale or alt-style beer). Kölsch is characterized by a golden to straw color and a slightly dry, subtly sweet softness on the palate, yet crisp. Good, dense head retention is desirable. Light pearapple-Riesling wine-like fruitiness may be apparent, but is not necessary for this style. Caramel character should not be evident. The body is light to medium-light. This beer has low hop flavor and aroma with medium bitterness. Wheat can be used in brewing this beer. Ale yeast is used for fermentation, though lager yeast is sometimes used in the bottle or final cold conditioning process. Fruity esters should be minimally perceived, if at all. Chill haze should be absent.",2012-03-21 20:06:46,2015-04-07 15:29:04,5.5,,,,,,,18,25,4.8,5.3,4,6,1.042,1.006,1.01,20,1.048,4,4,4,FFBF42,,
